,prompt,completion
85,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

NEG | PLG | YES | CRS | DEFLT | NO | FORCE | MAJ | IPMA | 2

###

", O | O | O | O | O | O | O | O | O | O***END***
86,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

GOV | LAW | ENGLISH | HOME | CTRY | SWEDEN | TAX | PROVS | STANDARD

###

", O | O | B-MISC | O | O | B-LOC | O | O | O***END***
87,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

MGT | / | UND | 5 | BP | SELL | CONC | 5 | BP | PRAECIP | =

###

", O | O | O | O | O | O | O | O | O | O | O***END***
88,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

NOTES | ISSUED | OFF | EMTN | PROGRAMME

###

", O | O | O | O | O***END***
89,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

-- | London | Newsroom | +44 | 171 | 542 | 8863

###

", O | B-ORG | I-ORG | O | O | O | O***END***
90,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Port | conditions | update | - | Syria | - | Lloyds | Shipping | .

###

", O | O | O | O | B-LOC | O | B-ORG | I-ORG | O***END***
91,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Port | conditions | from | Lloyds | Shipping | Intelligence | Service | --

###

", O | O | O | B-ORG | I-ORG | I-ORG | I-ORG | O***END***
92,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

LATTAKIA | , | Aug | 10 | - | waiting | time | at | Lattakia | and | Tartous | presently | 24 | hours | .

###

", B-LOC | O | O | O | O | O | O | O | B-LOC | O | B-LOC | O | O | O | O***END***
93,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Israel | plays | down | fears | of | war | with | Syria | .

###

", B-LOC | O | O | O | O | O | O | B-LOC | O***END***
94,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Colleen | Siegel

###

", B-PER | I-PER***END***
95,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

JERUSALEM | 1996-08-22

###

", B-LOC | O***END***
96,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Israel | 's | outgoing | peace | negotiator | with | Syria | said | on | Thursday | current | tensions | between | the | two | countries | appeared | to | be | a | storm | in | a | teacup | .

###

", B-LOC | O | O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
97,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Itamar | Rabinovich | , | who | as | Israel | 's | ambassador | to | Washington | conducted | unfruitful | negotiations | with | Syria | , | told | Israel | Radio | it | looked | like | Damascus | wanted | to | talk | rather | than | fight | .

###

", B-PER | I-PER | O | O | O | B-LOC | O | O | O | B-LOC | O | O | O | O | B-LOC | O | O | B-ORG | I-ORG | O | O | O | B-LOC | O | O | O | O | O | O | O***END***
98,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | It | appears | to | me | the | Syrian | priority | is | still | to | negotiate | .

###

", O | O | O | O | O | O | B-MISC | O | O | O | O | O | O***END***
99,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | Syrians | are | confused | , | they | are | definitely | tense | , | but | the | general | assessment | here | in | Washington | is | that | this | is | essentially | a | storm | in | a | teacup | , | "" | he | said | .

###

", O | B-MISC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
100,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Rabinovich | is | winding | up | his | term | as | ambassador | .

###

", B-PER | O | O | O | O | O | O | O | O***END***
101,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

He | will | be | replaced | by | Eliahu | Ben-Elissar | , | a | former | Israeli | envoy | to | Egypt | and | right-wing | Likud | party | politician | .

###

", O | O | O | O | O | B-PER | I-PER | O | O | O | B-MISC | O | O | B-LOC | O | O | B-ORG | O | O | O***END***
102,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Israel | on | Wednesday | sent | Syria | a | message | , | via | Washington | , | saying | it | was | committed | to | peace | and | wanted | to | open | negotiations | without | preconditions | .

###

", B-LOC | O | O | O | B-LOC | O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
103,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

But | it | slammed | Damascus | for | creating | what | it | called | a | dangerous | atmosphere | .

###

", O | O | O | B-LOC | O | O | O | O | O | O | O | O | O***END***
104,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Syria | accused | Israel | on | Wednesday | of | launching | a | hysterical | campaign | against | it | after | Israeli | television | reported | that | Damascus | had | recently | test | fired | a | missile | .

###

", B-LOC | O | B-LOC | O | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O | B-LOC | O | O | O | O | O | O | O***END***
105,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

It | said | its | arms | purchases | were | for | defensive | purposes | .

###

", O | O | O | O | O | O | O | O | O | O***END***
106,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | The | message | that | we | sent | to | ( | Syrian | President | Hafez | al- | ) | Assad | is | that | Israel | is | ready | at | any | time | without | preconditions | to | enter | peace | negotiations | , | "" | Israeli | Foreign | Minister | David | Levy | told | Israel | Radio | in | an | interview | .

###

", O | O | O | O | O | O | O | O | B-MISC | O | B-PER | I-PER | O | B-PER | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | B-MISC | O | O | B-PER | I-PER | O | B-ORG | I-ORG | O | O | O | O***END***
107,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Tension | has | mounted | since | Israeli | Prime | Minister | Benjamin | Netanyahu | took | office | in | June | vowing | to | retain | the | Golan | Heights | Israel | captured | from | Syria | in | the | 1967 | Middle | East | war | .

###

", O | O | O | O | B-MISC | O | O | B-PER | I-PER | O | O | O | O | O | O | O | O | B-LOC | I-LOC | B-LOC | O | O | B-LOC | O | O | O | B-LOC | I-LOC | O | O***END***
108,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Israeli-Syrian | peace | talks | have | been | deadlocked | over | the | Golan | since | 1991 | despite | the | previous | government | 's | willingness | to | make | Golan | concessions | .

###

", B-MISC | O | O | O | O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | B-LOC | O | O***END***
109,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Peace | talks | between | the | two | sides | were | last | held | in | February | .

###

", O | O | O | O | O | O | O | O | O | O | O | O***END***
110,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | The | voices | coming | out | of | Damascus | are | bad | , | not | good | .

###

", O | O | O | O | O | O | B-LOC | O | O | O | O | O | O***END***
111,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | media | ...

###

", O | O | O***END***
112,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

are | full | of | expressions | and | declarations | that | must | be | worrying | ...

###

", O | O | O | O | O | O | O | O | O | O | O***END***
113,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

this | artificial | atmosphere | is | very | dangerous | because | those | who | spread | it | could | become | its | prisoners | , | "" | Levy | said | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-PER | O | O***END***
114,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | We | expect | from | Syria | , | if | its | face | is | to | peace | , | that | it | will | answer | Israel | 's | message | to | enter | peace | negotiations | because | that | is | our | goal | , | "" | he | said | . | ""

###

", O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
115,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

We | do | not | want | a | war | , | God | forbid | .

###

", O | O | O | O | O | O | O | B-PER | O | O***END***
116,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

No | one | benefits | from | wars | . | ""

###

", O | O | O | O | O | O | O***END***
117,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Israel | 's | Channel | Two | television | said | Damascus | had | sent | a | "" | calming | signal | "" | to | Israel | .

###

", B-LOC | O | B-ORG | I-ORG | O | O | B-LOC | O | O | O | O | O | O | O | O | B-LOC | O***END***
118,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

It | gave | no | source | for | the | report | .

###

", O | O | O | O | O | O | O | O***END***
119,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Netanyahu | and | Levy | 's | spokesmen | said | they | could | not | confirm | it | .

###

", B-PER | O | B-PER | O | O | O | O | O | O | O | O | O***END***
120,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

The | television | also | said | that | Netanyahu | had | sent | messages | to | reassure | Syria | via | Cairo | , | the | United | States | and | Moscow | .

###

", O | O | O | O | O | B-PER | O | O | O | O | O | B-LOC | O | B-LOC | O | O | B-LOC | I-LOC | O | B-LOC | O***END***
121,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Polish | diplomat | denies | nurses | stranded | in | Libya | .

###

", B-MISC | O | O | O | O | O | B-LOC | O***END***
122,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

TUNIS | 1996-08-22

###

", B-LOC | O***END***
123,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

A | Polish | diplomat | on | Thursday | denied | a | Polish | tabloid | report | this | week | that | Libya | was | refusing | exit | visas | to | 100 | Polish | nurses | trying | to | return | home | after | working | in | the | North | African | country | .

###

", O | B-MISC | O | O | O | O | O | B-MISC | O | O | O | O | O | B-LOC | O | O | O | O | O | O | B-MISC | O | O | O | O | O | O | O | O | O | B-MISC | I-MISC | O | O***END***
124,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | This | is | not | true | .

###

", O | O | O | O | O | O***END***
125,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Up | to | today | , | we | have | no | knowledge | of | any | nurse | stranded | or | kept | in | Libya | without | her | will | , | and | we | have | not | received | any | complaint | , | "" | the | Polish | embassy | 's | charge | d'affaires | in | Tripoli | , | Tadeusz | Awdankiewicz | , | told | Reuters | by | telephone | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O | O | O | B-LOC | O | B-PER | I-PER | O | O | B-ORG | O | O | O***END***
126,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Poland | 's | labour | ministry | said | this | week | it | would | send | a | team | to | Libya | to | investigate | , | but | Awdankiewicz | said | the | probe | was | prompted | by | some | nurses | complaining | about | their | work | conditions | such | as | non-payment | of | their | salaries | .

###

", B-LOC | O | O | O | O | O | O | O | O | O | O | O | O | B-LOC | O | O | O | O | B-PER | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O***END***
127,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

He | said | that | there | are | an | estimated | 800 | Polish | nurses | working | in | Libya | .

###

", O | O | O | O | O | O | O | O | B-MISC | O | O | O | B-LOC | O***END***
128,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Two | Iranian | opposition | leaders | meet | in | Baghdad | .

###

", O | B-MISC | O | O | O | O | B-LOC | O***END***
129,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Hassan | Hafidh

###

", B-PER | I-PER***END***
130,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

BAGHDAD | 1996-08-22

###

", B-LOC | O***END***
131,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

An | Iranian | exile | group | based | in | Iraq | vowed | on | Thursday | to | extend | support | to | Iran | 's | Kurdish | rebels | after | they | were | attacked | by | Iranian | troops | deep | inside | Iraq | last | month | .

###

", O | B-MISC | O | O | O | O | B-LOC | O | O | O | O | O | O | O | B-LOC | O | B-MISC | O | O | O | O | O | O | B-MISC | O | O | O | B-LOC | O | O | O***END***
132,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

A | Mujahideen | Khalq | statement | said | its | leader | Massoud | Rajavi | met | in | Baghdad | the | Secretary-General | of | the | Kurdistan | Democratic | Party | of | Iran | ( | KDPI | ) | Hassan | Rastegar | on | Wednesday | and | voiced | his | support | to | Iran | 's | rebel | Kurds | .

###

", O | B-ORG | I-ORG | O | O | O | O | B-PER | I-PER | O | O | B-LOC | O | O | O | O | B-ORG | I-ORG | I-ORG | I-ORG | I-ORG | O | B-ORG | O | B-PER | I-PER | O | O | O | O | O | O | O | B-LOC | O | O | B-MISC | O***END***
133,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

"" | Rajavi | emphasised | that | the | Iranian | Resistance | would | continue | to | stand | side | by | side | with | their | Kurdish | compatriots | and | the | resistance | movement | in | Iranian | Kurdistan | , | "" | it | said | .

###

", O | B-MISC | O | O | O | B-MISC | B-ORG | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O | O | O | O | B-LOC | I-LOC | O | O | O | O | O***END***
134,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

A | spokesman | for | the | group | said | the | meeting | "" | signals | a | new | level | of | cooperation | between | Mujahideen | Khalq | and | the | Iranian | Kurdish | oppositions | "" | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-ORG | I-ORG | O | O | B-MISC | I-MISC | O | O | O***END***
135,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Iran | heavily | bombarded | targets | in | northern | Iraq | in | July | in | pursuit | of | KDPI | guerrillas | based | in | Iraqi | Kurdish | areas | outside | the | control | of | the | government | in | Baghdad | .

###

", B-LOC | O | O | O | O | O | B-LOC | O | O | O | O | O | B-ORG | O | O | O | B-MISC | I-MISC | O | O | O | O | O | O | O | O | B-LOC | O***END***
136,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Iraqi | Kurdish | areas | bordering | Iran | are | under | the | control | of | guerrillas | of | the | Iraqi | Kurdish | Patriotic | Union | of | Kurdistan | ( | PUK | ) | group | .

###

", B-MISC | I-MISC | O | O | B-LOC | O | O | O | O | O | O | O | O | B-ORG | I-ORG | I-ORG | I-ORG | I-ORG | I-ORG | O | B-ORG | O | O | O***END***
137,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

PUK | and | Iraq | 's | Kurdistan | Democratic | Party | ( | KDP | ) | the | two | main | Iraqi | Kurdish | factions | , | have | had | northern | Iraq | under | their | control | since | Iraqi | forces | were | ousted | from | Kuwait | in | the | 1991 | Gulf | War | .

###

", B-ORG | O | B-LOC | O | B-ORG | I-ORG | I-ORG | O | B-ORG | O | O | O | O | B-MISC | I-MISC | O | O | O | O | O | B-LOC | O | O | O | O | B-MISC | O | O | O | O | B-LOC | O | O | O | B-MISC | I-MISC | O***END***
138,"Label each token as one of O, B-PER, I-PER, B-LOC, I-LOC, B-ORG, I-ORG, B-MISC or I-MISC:

Clashes | between | the | two | parties | broke | out | at | the | weekend | in | the | most | serious | fighting | since | a | U.S.-sponsored | ceasefire | last | year | .

###

", O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | O | B-MISC | O | O | O | O***END***
