,prompt,completion
95,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Kuchma told a solemn ceremony at the Ukraina Palace on Friday that "" there was a turning point "" in reforms and that he expected a rise in the standard of living in the near future .

###

"," Kuchma: Person
told: O
a: O
solemn: O
ceremony: O
at: O
the: O
Ukraina Palace: Location
on: O
Friday: O
that: O
"": O
there: O
was: O
a: O
turning: O
point: O
"": O
in: O
reforms: O
and: O
that: O
he: O
expected: O
a: O
rise: O
in: O
the: O
standard: O
of: O
living: O
in: O
the: O
near: O
future: O
.: O

***END***"
96,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

In Boston , Mike Stanley 's bases-loaded two-run single snapped an eighth-inning tie and gave the Red Sox their third straight win , 6-4 over the Oakland Athletics .

###

"," In: O
Boston: Location
,: O
Mike Stanley: Person
's: O
bases-loaded: O
two-run: O
single: O
snapped: O
an: O
eighth-inning: O
tie: O
and: O
gave: O
the: O
Red Sox: Organisation
their: O
third: O
straight: O
win: O
,: O
6-4: O
over: O
the: O
Oakland Athletics: Organisation
.: O

***END***"
97,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Results of European Super League

###

"," Results: O
of: O
European Super League: Misc

***END***"
98,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Advanced Medical reported profits of $ 8.4 million on sales of $ 29.2 million in the quarter ended June 30 .

###

"," Advanced Medical: Organisation
reported: O
profits: O
of: O
$: O
8.4: O
million: O
on: O
sales: O
of: O
$: O
29.2: O
million: O
in: O
the: O
quarter: O
ended: O
June: O
30: O
.: O

***END***"
99,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

MIAMI 1996-08-27

###

"," MIAMI: Location
1996-08-27: O

***END***"
100,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The police said 14 of the 45 passengers on the bus died instantly when the vehicle fell into Kunar river from a narrow road leading from the state capital Muzaffarabad to the nearby Pakistani town of Garhi Habibullah northwest .

###

"," The: O
police: O
said: O
14: O
of: O
the: O
45: O
passengers: O
on: O
the: O
bus: O
died: O
instantly: O
when: O
the: O
vehicle: O
fell: O
into: O
Kunar: Location
river: O
from: O
a: O
narrow: O
road: O
leading: O
from: O
the: O
state: O
capital: O
Muzaffarabad: Location
to: O
the: O
nearby: O
Pakistani: Misc
town: O
of: O
Garhi Habibullah: Location
northwest: O
.: O

***END***"
101,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

WESTERN DIVISION

###

"," WESTERN DIVISION: Misc

***END***"
102,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

FEATURES - AEX INDEX 7,391 5,658 15.72

###

"," FEATURES: O
-: O
AEX: Misc
INDEX: O
7,391: O
5,658: O
15.72: O

***END***"
103,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

""

###

"," "": O

***END***"
104,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

"" But they are more alert than they were 3-4 years ago .

###

"," "": O
But: O
they: O
are: O
more: O
alert: O
than: O
they: O
were: O
3-4: O
years: O
ago: O
.: O

***END***"
105,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Flight-related fees ( Dm million ) 125 up 17 pct

###

"," Flight-related: O
fees: O
(: O
Dm: Misc
million: O
): O
125: O
up: O
17: O
pct: O

***END***"
106,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

NEW YORK 73 54 .575 -

###

"," NEW YORK: Organisation
73: O
54: O
.575: O
-: O

***END***"
107,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Thai airport police arrested a British bartender for allegedly attempting to board a flight for Amsterdam with nearly 4.4 kg ( 9.68 lb ) of heroin in his luggage , police said on Wednesday .

###

"," Thai: Misc
airport: O
police: O
arrested: O
a: O
British: Misc
bartender: O
for: O
allegedly: O
attempting: O
to: O
board: O
a: O
flight: O
for: O
Amsterdam: Location
with: O
nearly: O
4.4: O
kg: O
(: O
9.68: O
lb: O
): O
of: O
heroin: O
in: O
his: O
luggage: O
,: O
police: O
said: O
on: O
Wednesday: O
.: O

***END***"
108,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Dealers estimate that the shortfall will increase due to the inflow of funds before the end of the month .

###

"," Dealers: O
estimate: O
that: O
the: O
shortfall: O
will: O
increase: O
due: O
to: O
the: O
inflow: O
of: O
funds: O
before: O
the: O
end: O
of: O
the: O
month: O
.: O

***END***"
109,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Anyang 0 2 0 5 5 2

###

"," Anyang: Organisation
0: O
2: O
0: O
5: O
5: O
2: O

***END***"
110,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

SEOUL 1996-08-23

###

"," SEOUL: Location
1996-08-23: O

***END***"
111,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Attendance : 800

###

"," Attendance: O
:: O
800: O

***END***"
112,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Bosnian refugees in Hungary , the first to vote last weekend in their country 's first post-war election , found the rules confusing and some had no idea who they voted for , refugees and officials said on Wednesday .

###

"," Bosnian: Misc
refugees: O
in: O
Hungary: Location
,: O
the: O
first: O
to: O
vote: O
last: O
weekend: O
in: O
their: O
country: O
's: O
first: O
post-war: O
election: O
,: O
found: O
the: O
rules: O
confusing: O
and: O
some: O
had: O
no: O
idea: O
who: O
they: O
voted: O
for: O
,: O
refugees: O
and: O
officials: O
said: O
on: O
Wednesday: O
.: O

***END***"
113,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

King Birendra left Nepal on Friday for a week-long visit to China , his eighth since ascending the throne in 1972 , officials said .

###

"," King: O
Birendra: Person
left: O
Nepal: Location
on: O
Friday: O
for: O
a: O
week-long: O
visit: O
to: O
China: Location
,: O
his: O
eighth: O
since: O
ascending: O
the: O
throne: O
in: O
1972: O
,: O
officials: O
said: O
.: O

***END***"
114,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

A 13-year-old Dallas boy has been charged with murdering his adoptive mother over the weekend , police said on Monday .

###

"," A: O
13-year-old: O
Dallas: Location
boy: O
has: O
been: O
charged: O
with: O
murdering: O
his: O
adoptive: O
mother: O
over: O
the: O
weekend: O
,: O
police: O
said: O
on: O
Monday: O
.: O

***END***"
115,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

CALIFORNIA 61 71 .462 14

###

"," CALIFORNIA: Organisation
61: O
71: O
.462: O
14: O

***END***"
116,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Extras ( lb-12 w-1 nb-10 ) 23

###

"," Extras: O
(: O
lb-12: O
w-1: O
nb-10: O
): O
23: O

***END***"
117,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Meanwhile , in Los Angeles , Dole 's running mate , Jack Kemp , campaigned aggressively for the black vote in an area that was the flashpoint of the 1992 Los Angeles riots .

###

"," Meanwhile: O
,: O
in: O
Los Angeles: Location
,: O
Dole: Person
's: O
running: O
mate: O
,: O
Jack Kemp: Person
,: O
campaigned: O
aggressively: O
for: O
the: O
black: O
vote: O
in: O
an: O
area: O
that: O
was: O
the: O
flashpoint: O
of: O
the: O
1992: O
Los Angeles: Location
riots: O
.: O

***END***"
118,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

McCurry said Chelsea has asked to go on the train trip and attend the convention where her father will be renominated , but said her exposure did not signal the start of a new political career .

###

"," McCurry: Person
said: O
Chelsea: Person
has: O
asked: O
to: O
go: O
on: O
the: O
train: O
trip: O
and: O
attend: O
the: O
convention: O
where: O
her: O
father: O
will: O
be: O
renominated: O
,: O
but: O
said: O
her: O
exposure: O
did: O
not: O
signal: O
the: O
start: O
of: O
a: O
new: O
political: O
career: O
.: O

***END***"
119,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

162-4 ( N. Fairbrother 53 not out ) .

###

"," 162-4: O
(: O
N. Fairbrother: Person
53: O
not: O
out: O
): O
.: O

***END***"
120,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Hanwha 57 1 49 .537 6 1/2

###

"," Hanwha: Organisation
57: O
1: O
49: O
.537: O
6: O
1/2: O

***END***"
121,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Stevanin was first sentenced for assault but investigators began digging in the garden of his villa after the first body was found by a passer-by .

###

"," Stevanin: Person
was: O
first: O
sentenced: O
for: O
assault: O
but: O
investigators: O
began: O
digging: O
in: O
the: O
garden: O
of: O
his: O
villa: O
after: O
the: O
first: O
body: O
was: O
found: O
by: O
a: O
passer-by: O
.: O

***END***"
122,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

He was believed by prison officials to still be in Thailand .

###

"," He: O
was: O
believed: O
by: O
prison: O
officials: O
to: O
still: O
be: O
in: O
Thailand: Location
.: O

***END***"
123,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Major suppliers :

###

"," Major: O
suppliers: O
:: O

***END***"
124,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

MON Gencor YR EPS 93.12 92.0-94.5 73.8

###

"," MON: O
Gencor: Organisation
YR: O
EPS: O
93.12: O
92.0-94.5: O
73.8: O

***END***"
125,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

A presidential spokesman said on Monday Yeltsin was in Moscow but could give no details about his agenda or whether meetings were planned .

###

"," A: O
presidential: O
spokesman: O
said: O
on: O
Monday: O
Yeltsin: Person
was: O
in: O
Moscow: Location
but: O
could: O
give: O
no: O
details: O
about: O
his: O
agenda: O
or: O
whether: O
meetings: O
were: O
planned: O
.: O

***END***"
126,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Indian fishermen said on Wednesday they had been forced at gunpoint to ferry refugees fleeing the ethnic war in Sri Lanka to India , as a protest strike by more than 30,000 fishermen entered its ninth day .

###

"," Indian: Misc
fishermen: O
said: O
on: O
Wednesday: O
they: O
had: O
been: O
forced: O
at: O
gunpoint: O
to: O
ferry: O
refugees: O
fleeing: O
the: O
ethnic: O
war: O
in: O
Sri Lanka: Location
to: O
India: Location
,: O
as: O
a: O
protest: O
strike: O
by: O
more: O
than: O
30,000: O
fishermen: O
entered: O
its: O
ninth: O
day: O
.: O

***END***"
127,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

RUGBY LEAGUE - EUROPEAN SUPER LEAGUE RESULT / FINALS STANDINGS .

###

"," RUGBY LEAGUE: Misc
-: O
EUROPEAN SUPER LEAGUE: Misc
RESULT: O
/: O
FINALS: O
STANDINGS: O
.: O

***END***"
128,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

North Queensland 21 6 0 15 266 593 12

###

"," North Queensland: Organisation
21: O
6: O
0: O
15: O
266: O
593: O
12: O

***END***"
129,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The Cardinals moved within one-half game of first-place Houston in the National League Central Division .

###

"," The: O
Cardinals: Organisation
moved: O
within: O
one-half: O
game: O
of: O
first-place: O
Houston: Organisation
in: O
the: O
National League Central Division: Misc
.: O

***END***"
130,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

"" That 's a perennial problem .

###

"," "": O
That: O
's: O
a: O
perennial: O
problem: O
.: O

***END***"
131,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Even a sandwich as pedestrian as a ham and swiss cheese is going for a whopping $ 8.00 .

###

"," Even: O
a: O
sandwich: O
as: O
pedestrian: O
as: O
a: O
ham: O
and: O
swiss: O
cheese: O
is: O
going: O
for: O
a: O
whopping: O
$: O
8.00: O
.: O

***END***"
132,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

0-0 .

###

"," 0-0: O
.: O

***END***"
133,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

"" He played a good match , took a few chances , and every time he was down he was able to come up with a big first serve . ""

###

"," "": O
He: O
played: O
a: O
good: O
match: O
,: O
took: O
a: O
few: O
chances: O
,: O
and: O
every: O
time: O
he: O
was: O
down: O
he: O
was: O
able: O
to: O
come: O
up: O
with: O
a: O
big: O
first: O
serve: O
.: O
"": O

***END***"
134,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

-- London Newsroom +44 171 542 7658

###

"," --: O
London Newsroom: Organisation
+44: O
171: O
542: O
7658: O

***END***"
135,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

Bayern Munich 4 Bayer Leverkusen 2

###

"," Bayern Munich: Organisation
4: O
Bayer Leverkusen: Organisation
2: O

***END***"
136,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

6-1-17-0

###

"," 6-1-17-0: O

***END***"
137,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

NAC Breda 3 1 1 1 2 2 4

###

"," NAC Breda: Organisation
3: O
1: O
1: O
1: O
2: O
2: O
4: O

***END***"
138,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

CLEVELAND 77 53 .592 -

###

"," CLEVELAND: Organisation
77: O
53: O
.592: O
-: O

***END***"
139,"Label entities as Organisation, Person, Location, O, Misc in the following sentence:

The Names had been scheduled to decide whether to accept or reject the offer by 1100 GMT Wednesday , but Lloyd 's chairman David Rowland said on Tuesday the offer would be extended .

###

"," The: O
Names: Misc
had: O
been: O
scheduled: O
to: O
decide: O
whether: O
to: O
accept: O
or: O
reject: O
the: O
offer: O
by: O
1100: O
GMT: Misc
Wednesday: O
,: O
but: O
Lloyd 's: Organisation
chairman: O
David Rowland: Person
said: O
on: O
Tuesday: O
the: O
offer: O
would: O
be: O
extended: O
.: O

***END***"
